show_id,showdate,permalink,artist_id,artist,showtitle,venue_id,venuename,location,city,state,country,tour_id,tourname,showorder,show_year,show_day,show_dayname,show_month,show_monthname,updated_at,created_at
1616038160,2015-02-20,goose-february-20-2015-jimmys-seaside-tavern-stamford-ct-usa.html,1,Goose,,24,Jimmy's Seaside Tavern,"Stamford, CT, USA",Stamford,CT,USA,1,Not Part of a Tour,1,2015,20,Friday,2,February,2022-11-07 18:20:30,2021-03-17 23:29:20
1614304412,2015-03-07,goose-march-7-2015-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,7,Saturday,3,March,2021-02-25 20:53:32,2021-02-25 20:53:32
1684862246,2015-03-11,goose-march-11-2015-stella-blues-new-haven-ct-usa.html,1,Goose,,30,Stella Blues,"New Haven, CT, USA",New Haven,CT,USA,1,Not Part of a Tour,1,2015,11,Wednesday,3,March,2023-05-23 17:17:26,2023-05-23 17:17:26
1616037808,2015-03-14,goose-march-14-2015-jimmys-seaside-tavern-stamford-ct-usa.html,1,Goose,,24,Jimmy's Seaside Tavern,"Stamford, CT, USA",Stamford,CT,USA,1,Not Part of a Tour,1,2015,14,Saturday,3,March,2025-04-04 20:04:33,2021-03-17 23:23:28
1743797147,2015-03-15,goose-march-15-2015-bella-luna-restaurant-and-milky-way-lounge-jamaica-plain-ma-usa.html,1,Goose,,542,Bella Luna Restaurant and Milky Way Lounge,"Jamaica Plain, MA, USA",Jamaica Plain,MA,USA,1,Not Part of a Tour,1,2015,15,Sunday,3,March,2025-04-04 20:05:47,2025-04-04 20:05:47
1616037734,2015-04-16,goose-april-16-2015-radio-bean-burlington-vt-usa.html,1,Goose,,38,Radio Bean,"Burlington, VT, USA",Burlington,VT,USA,1,Not Part of a Tour,1,2015,16,Thursday,4,April,2021-03-17 23:22:14,2021-03-17 23:22:14
1616037488,2015-04-18,goose-april-18-2015-tavern-on-seven-norwalk-ct-usa.html,1,Goose,,26,Tavern On Seven,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,18,Saturday,4,April,2022-09-12 20:17:15,2021-03-17 23:18:08
1614304463,2015-05-02,goose-may-2-2015-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,2,Saturday,5,May,2022-09-12 18:13:23,2021-02-25 20:54:23
1683570770,2015-05-07,goose-may-7-2015-church-of-boston-boston-ma-usa.html,1,Goose,,385,Church of Boston,"Boston, MA, USA",Boston,MA,USA,1,Not Part of a Tour,1,2015,7,Thursday,5,May,2023-05-08 18:32:50,2023-05-08 18:32:50
1616037453,2015-05-21,goose-may-21-2015-bryac-black-rock-bridgeport-ct-usa.html,1,Goose,,27,BRYAC Black Rock,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2015,21,Thursday,5,May,2021-03-17 23:17:33,2021-03-17 23:17:33
1616037430,2015-05-23,goose-may-23-2015-stella-blues-new-haven-ct-usa.html,1,Goose,,30,Stella Blues,"New Haven, CT, USA",New Haven,CT,USA,1,Not Part of a Tour,1,2015,23,Saturday,5,May,2021-03-17 23:17:10,2021-03-17 23:17:10
1616037413,2015-05-28,goose-may-28-2015-garcias-at-the-capitol-theatre-port-chester-ny-usa.html,1,Goose,,32,Garcia's at The Capitol Theatre,"Port Chester, NY, USA",Port Chester,NY,USA,1,Not Part of a Tour,1,2015,28,Thursday,5,May,2021-03-17 23:16:53,2021-03-17 23:16:53
1614304594,2015-06-06,goose-june-6-2015-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,6,Saturday,6,June,2021-02-25 20:56:34,2021-02-25 20:56:34
1616037386,2015-06-12,goose-june-12-2015-bradfords-grill-amp-tavern-norwalk-ct-usa.html,1,Goose,,29,Bradford's Grill &amp; Tavern,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,12,Friday,6,June,2021-03-17 23:16:26,2021-03-17 23:16:26
1616037305,2015-06-17,goose-june-17-2015-the-acoustic-bridgeport-ct-usa.html,1,Goose,,28,The Acoustic,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2015,17,Wednesday,6,June,2025-04-04 18:58:48,2021-03-17 23:15:05
1743793096,2015-06-26,goose-june-26-2015-garcias-at-the-capitol-theatre-port-chester-ny-usa.html,1,Goose,,32,Garcia's at The Capitol Theatre,"Port Chester, NY, USA",Port Chester,NY,USA,1,Not Part of a Tour,1,2015,26,Friday,6,June,2025-04-04 18:58:16,2025-04-04 18:58:16
1712707675,2015-06-27,goose-june-27-2015-jones-jam-wilton-ct-usa.html,1,Goose,,471,Jones Jam,"Wilton, CT, USA",Wilton,CT,USA,1,Not Part of a Tour,1,2015,27,Saturday,6,June,2024-04-10 00:07:55,2024-04-10 00:07:55
1724179919,2015-08-09,goose-august-9-2015-wonder-bar-asbury-park-nj-usa.html,1,Goose,,222,Wonder Bar,"Asbury Park, NJ, USA",Asbury Park,NJ,USA,1,Not Part of a Tour,1,2015,9,Sunday,8,August,2024-08-20 18:51:59,2024-08-20 18:51:59
1616037273,2015-08-11,goose-august-11-2015-bryac-black-rock-bridgeport-ct-usa.html,1,Goose,,27,BRYAC Black Rock,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2015,11,Tuesday,8,August,2021-03-17 23:14:33,2021-03-17 23:14:33
1616037254,2015-08-18,goose-august-18-2015-bryac-black-rock-bridgeport-ct-usa.html,1,Goose,,27,BRYAC Black Rock,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2015,18,Tuesday,8,August,2025-04-01 16:48:26,2021-03-17 23:14:14
1616037233,2015-08-25,goose-august-25-2015-bryac-black-rock-bridgeport-ct-usa.html,1,Goose,,27,BRYAC Black Rock,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2015,25,Tuesday,8,August,2021-03-17 23:13:53,2021-03-17 23:13:53
1616037215,2015-09-04,goose-september-4-2015-tavern-on-seven-norwalk-ct-usa.html,1,Goose,,26,Tavern On Seven,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,4,Friday,9,September,2021-03-17 23:13:35,2021-03-17 23:13:35
1614304613,2015-09-18,goose-september-18-2015-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,18,Friday,9,September,2021-02-25 20:56:53,2021-02-25 20:56:53
1743526614,2015-09-19,goose-september-19-2015-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,19,Saturday,9,September,2025-04-01 16:56:54,2025-04-01 16:56:54
1743792240,2015-09-26,goose-september-26-2015-stella-blues-new-haven-ct-usa.html,1,Goose,,30,Stella Blues,"New Haven, CT, USA",New Haven,CT,USA,1,Not Part of a Tour,1,2015,26,Saturday,9,September,2025-04-04 18:44:00,2025-04-04 18:44:00
1698084503,2015-10-01,goose-october-1-2015-the-acoustic-bridgeport-ct-usa.html,1,Goose,,28,The Acoustic,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2015,1,Thursday,10,October,2023-10-23 18:08:23,2023-10-23 18:08:23
1616037170,2015-10-09,goose-october-9-2015-creatures-of-the-night-adams-tn-usa.html,1,Goose,,227,Creatures of the Night,"Adams, TN, USA",Adams,TN,USA,1,Not Part of a Tour,1,2015,9,Friday,10,October,2021-03-17 23:12:50,2021-03-17 23:12:50
1616037160,2015-10-10,goose-october-10-2015-creatures-of-the-night-adams-tn-usa.html,1,Goose,,227,Creatures of the Night,"Adams, TN, USA",Adams,TN,USA,1,Not Part of a Tour,1,2015,10,Saturday,10,October,2021-03-17 23:12:40,2021-03-17 23:12:40
1614304635,2015-11-13,goose-november-13-2015-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,13,Friday,11,November,2021-02-25 20:57:15,2021-02-25 20:57:15
1614304669,2015-12-04,goose-december-4-2015-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2015,4,Friday,12,December,2021-02-25 20:57:49,2021-02-25 20:57:49
1616036851,2015-12-19,goose-december-19-2015-factory-underground-studio-norwalk-ct-usa.html,1,Goose,,36,Factory Underground Studio,"Norwalk, CT, USA",Norwalk,CT,USA,12,Goosemas II,1,2015,19,Saturday,12,December,2023-12-19 17:35:35,2021-03-17 23:07:31
1705934210,2016-01-19,goose-january-19-2016-the-acoustic-bridgeport-ct-usa.html,1,Goose,,28,The Acoustic,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2016,19,Tuesday,1,January,2024-01-22 14:36:50,2024-01-22 14:36:50
1616036815,2016-01-28,goose-january-28-2016-garcias-at-the-capitol-theatre-port-chester-ny-usa.html,1,Goose,,32,Garcia's at The Capitol Theatre,"Port Chester, NY, USA",Port Chester,NY,USA,1,Not Part of a Tour,1,2016,28,Thursday,1,January,2021-03-17 23:06:55,2021-03-17 23:06:55
1743796790,2016-02-19,goose-february-19-2016-garcias-at-the-capitol-theatre-port-chester-ny-usa.html,1,Goose,,32,Garcia's at The Capitol Theatre,"Port Chester, NY, USA",Port Chester,NY,USA,1,Not Part of a Tour,1,2016,19,Friday,2,February,2025-04-04 20:00:15,2025-04-04 19:59:50
1743797293,2016-03-08,goose-march-8-2016-electric-haze-worcester-ma-usa.html,1,Goose,,42,Electric Haze,"Worcester, MA, USA",Worcester,MA,USA,1,Not Part of a Tour,1,2016,8,Tuesday,3,March,2025-04-04 20:08:13,2025-04-04 20:08:13
1743797308,2016-03-15,goose-march-15-2016-electric-haze-worcester-ma-usa.html,1,Goose,,42,Electric Haze,"Worcester, MA, USA",Worcester,MA,USA,1,Not Part of a Tour,1,2016,15,Tuesday,3,March,2025-04-04 20:08:28,2025-04-04 20:08:28
1616036792,2016-03-17,goose-march-17-2016-viva-zapata-westport-ct-usa.html,1,Goose,,9,Viva Zapata,"Westport, CT, USA",Westport,CT,USA,1,Not Part of a Tour,1,2016,17,Thursday,3,March,2021-03-17 23:06:32,2021-03-17 23:06:32
1616036774,2016-03-19,goose-march-19-2016-the-acoustic-bridgeport-ct-usa.html,1,Goose,,28,The Acoustic,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2016,19,Saturday,3,March,2023-12-12 21:14:33,2021-03-17 23:06:14
1743797250,2016-03-22,goose-march-22-2016-electric-haze-worcester-ma-usa.html,1,Goose,,42,Electric Haze,"Worcester, MA, USA",Worcester,MA,USA,1,Not Part of a Tour,1,2016,22,Tuesday,3,March,2025-04-04 20:07:30,2025-04-04 20:07:30
1616036749,2016-03-26,goose-march-26-2016-rock-n-roll-resort-kerhonkson-ny-usa.html,1,Goose,,41,Rock n Roll Resort,"Kerhonkson, NY, USA",Kerhonkson,NY,USA,1,Not Part of a Tour,1,2016,26,Saturday,3,March,2023-03-28 18:43:53,2021-03-17 23:05:49
1616036730,2016-03-29,goose-march-29-2016-electric-haze-llc-worcester-ma-usa.html,1,Goose,,42,Electric Haze,"Worcester, MA, USA",Worcester,MA,USA,1,Not Part of a Tour,1,2016,29,Tuesday,3,March,2021-03-17 23:05:30,2021-03-17 23:05:30
1743797320,2016-03-29,goose-march-29-2016-electric-haze-worcester-ma-usa.html,1,Goose,,42,Electric Haze,"Worcester, MA, USA",Worcester,MA,USA,1,Not Part of a Tour,1,2016,29,Tuesday,3,March,2025-04-04 20:08:40,2025-04-04 20:08:40
1614304693,2016-04-15,goose-april-15-2016-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,15,Friday,4,April,2025-04-01 17:04:16,2021-02-25 20:58:13
1616036658,2016-04-16,goose-april-16-2016-stella-blues-new-haven-ct-usa.html,1,Goose,,30,Stella Blues,"New Haven, CT, USA",New Haven,CT,USA,1,Not Part of a Tour,1,2016,16,Saturday,4,April,2022-09-30 02:58:27,2021-03-17 23:04:19
1616036639,2016-04-20,goose-april-20-2016-loft-norwalk-ct-usa.html,1,Goose,,40,Loft,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,20,Wednesday,4,April,2025-04-01 17:07:44,2021-03-17 23:03:59
1616036597,2016-04-27,goose-april-27-2016-bryac-black-rock-bridgeport-ct-usa.html,1,Goose,,27,BRYAC Black Rock,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2016,27,Wednesday,4,April,2021-03-17 23:03:36,2021-03-17 23:03:17
1616036563,2016-04-29,goose-april-29-2016-king-neptunes-pub-lake-george-ny-usa.html,1,Goose,,148,King Neptune's Pub,"Lake George, NY, USA",Lake George,NY,USA,1,Not Part of a Tour,1,2016,29,Friday,4,April,2021-03-17 23:02:43,2021-03-17 23:02:43
1616036545,2016-05-01,goose-may-1-2016-electric-haze-llc-worcester-ma-usa.html,1,Goose,,42,Electric Haze,"Worcester, MA, USA",Worcester,MA,USA,1,Not Part of a Tour,1,2016,1,Sunday,5,May,2021-03-17 23:02:25,2021-03-17 23:02:25
1616036521,2016-05-05,goose-may-5-2016-bryac-black-rock-bridgeport-ct-usa.html,1,Goose,,27,BRYAC Black Rock,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2016,5,Thursday,5,May,2021-03-17 23:02:01,2021-03-17 23:02:01
1686327822,2016-06-17,goose-june-17-2016-garcias-at-the-capitol-theatre-port-chester-ny-usa.html,1,Goose,,32,Garcia's at The Capitol Theatre,"Port Chester, NY, USA",Port Chester,NY,USA,1,Not Part of a Tour,1,2016,17,Friday,6,June,2024-06-26 15:47:35,2023-06-09 16:23:42
1616036413,2016-07-09,goose-july-9-2016-soupstock-music-and-arts-festival-shelton-ct-usa.html,1,Goose,,44,Soupstock Music and Arts Festival,"Shelton, CT, USA",Shelton,CT,USA,1,Not Part of a Tour,1,2016,9,Saturday,7,July,2021-03-17 23:00:13,2021-03-17 23:00:13
1689369871,2016-07-09,goose-july-9-2016-viva-zapata-westport-ct-usa.html,1,Goose,,9,Viva Zapata,"Westport, CT, USA",Westport,CT,USA,1,Not Part of a Tour,1,2016,9,Saturday,7,July,2023-07-14 21:24:31,2023-07-14 21:24:31
1689370609,2016-07-14,goose-july-14-2016-stella-blues-new-haven-ct-usa.html,1,Goose,,30,Stella Blues,"New Haven, CT, USA",New Haven,CT,USA,1,Not Part of a Tour,1,2016,14,Thursday,7,July,2023-07-14 21:36:49,2023-07-14 21:36:49
1616036331,2016-07-19,goose-july-19-2016-viva-zapata-westport-ct-usa.html,1,Goose,,9,Viva Zapata,"Westport, CT, USA",Westport,CT,USA,1,Not Part of a Tour,1,2016,19,Tuesday,7,July,2021-03-17 22:59:06,2021-03-17 22:58:51
1614304713,2016-07-29,goose-july-29-2016-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,29,Friday,7,July,2021-02-25 20:58:33,2021-02-25 20:58:33
1616036210,2016-08-06,goose-august-6-2016-backwoods-pondfest-peru-ny-usa.html,1,Goose,,226,Backwoods Pondfest,"Peru, NY, USA",Peru,NY,USA,1,Not Part of a Tour,1,2016,6,Saturday,8,August,2024-03-04 22:34:49,2021-03-17 22:56:50
1616035556,2016-08-12,goose-august-12-2016-rebirth-arts-festival-easton-ct-usa.html,1,Goose,,225,Rebirth Arts Festival,"Easton, CT, USA",Easton,CT,USA,1,Not Part of a Tour,1,2016,12,Friday,8,August,2023-05-08 16:51:23,2021-03-17 22:45:56
1692375765,2016-08-18,goose-august-18-2016-king-neptunes-pub-lake-george-ny-usa.html,1,Goose,,148,King Neptune's Pub,"Lake George, NY, USA",Lake George,NY,USA,1,Not Part of a Tour,1,2016,18,Thursday,8,August,2023-08-18 16:22:45,2023-08-18 16:22:45
1724194043,2016-08-19,goose-august-19-2016-the-red-door-watertown-ct-usa.html,1,Goose,,499,The Red Door,"Watertown, CT, USA",Watertown,CT,USA,1,Not Part of a Tour,1,2016,19,Friday,8,August,2024-08-20 22:47:23,2024-08-20 22:47:23
1614304730,2016-08-20,goose-august-20-2016-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,20,Saturday,8,August,2021-02-25 20:58:50,2021-02-25 20:58:50
1724194002,2016-08-21,goose-august-21-2016-the-spread-south-norwalk-norwalk-ct-usa.html,1,Goose,,46,The Spread South Norwalk,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,21,Sunday,8,August,2024-08-20 22:46:42,2024-08-20 22:46:42
1724194134,2016-08-25,goose-august-25-2016-radio-bean-burlington-vt-usa.html,1,Goose,,38,Radio Bean,"Burlington, VT, USA",Burlington,VT,USA,1,Not Part of a Tour,1,2016,25,Thursday,8,August,2024-08-20 22:48:54,2024-08-20 22:48:54
1614304757,2016-09-16,goose-september-16-2016-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,16,Friday,9,September,2021-02-25 20:59:17,2021-02-25 20:59:17
1616034465,2016-10-01,goose-october-1-2016-the-capitol-theatre-port-chester-ny-usa.html,1,Goose,,33,The Capitol Theatre,"Port Chester, NY, USA",Port Chester,NY,USA,1,Not Part of a Tour,1,2016,1,Saturday,10,October,2025-04-01 16:45:13,2021-03-17 22:27:45
1648264582,2016-10-09,goose-october-9-2016-night-shift-brewery-everett-ma-usa.html,1,Goose,,334,Night Shift Brewery,"Everett, MA, USA",Everett,MA,USA,1,Not Part of a Tour,1,2016,9,Sunday,10,October,2024-10-20 23:58:38,2022-03-26 03:16:22
1614304775,2016-10-22,goose-october-22-2016-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,22,Saturday,10,October,2021-02-25 20:59:35,2021-02-25 20:59:35
1616034399,2016-10-23,goose-october-23-2016-vinyl-street-cafe-fairfield-ct-usa.html,1,Goose,,224,Vinyl Street Cafe,"Fairfield, CT, USA",Fairfield,CT,USA,1,Not Part of a Tour,1,2016,23,Sunday,10,October,2025-04-04 19:08:16,2021-03-17 22:26:39
1616034271,2016-10-28,goose-october-28-2016-king-neptunes-pub-lake-george-ny-usa.html,1,Goose,,148,King Neptune's Pub,"Lake George, NY, USA",Lake George,NY,USA,1,Not Part of a Tour,1,2016,28,Friday,10,October,2025-04-04 19:21:08,2021-03-17 22:24:31
1616034250,2016-10-29,goose-october-29-2016-space-ballroom-hamden-ct-usa.html,1,Goose,,45,Space Ballroom,"Hamden, CT, USA",Hamden,CT,USA,1,Not Part of a Tour,1,2016,29,Saturday,10,October,2025-04-04 19:24:58,2021-03-17 22:24:10
1743794784,2016-10-29,goose-october-29-2016-space-ballroom-hamden-ct-usa.html,1,Goose,,45,Space Ballroom,"Hamden, CT, USA",Hamden,CT,USA,1,Not Part of a Tour,1,2016,29,Saturday,10,October,2025-04-04 19:26:24,2025-04-04 19:26:24
1616034229,2016-10-30,goose-october-30-2016-the-spread-south-norwalk-norwalk-ct-usa.html,1,Goose,,46,The Spread South Norwalk,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,30,Sunday,10,October,2021-03-17 22:23:49,2021-03-17 22:23:49
1616034185,2016-11-19,goose-november-19-2016-the-acoustic-bridgeport-ct-usa.html,1,Goose,,28,The Acoustic,"Bridgeport, CT, USA",Bridgeport,CT,USA,1,Not Part of a Tour,1,2016,19,Saturday,11,November,2021-03-17 22:23:05,2021-03-17 22:23:05
1614304915,2016-11-23,goose-november-23-2016-oneills-irish-pub-amp-restaurant-norwalk-ct-usa.html,1,Goose,,25,O'Neill's Irish Pub &amp; Restaurant,"Norwalk, CT, USA",Norwalk,CT,USA,1,Not Part of a Tour,1,2016,23,Wednesday,11,November,2023-06-13 17:09:38,2021-02-25 21:01:55
1616032614,2016-12-16,goose-december-16-2016-garcias-at-the-capitol-theatre-port-chester-ny-usa.html,1,Goose,,32,Garcia's at The Capitol Theatre,"Port Chester, NY, USA",Port Chester,NY,USA,1,Not Part of a Tour,1,2016,16,Friday,12,December,2025-04-04 19:50:40,2021-03-17 21:56:54
1616032595,2016-12-21,goose-december-21-2016-space-ballroom-hamden-ct-usa.html,1,Goose,,45,Space Ballroom,"Hamden, CT, USA",Hamden,CT,USA,1,Not Part of a Tour,1,2016,21,Wednesday,12,December,2021-03-17 21:56:35,2021-03-17 21:56:35
1615962879,2016-12-23,goose-december-23-2016-factory-underground-studio-norwalk-ct-usa.html,1,Goose,,36,Factory Underground Studio,"Norwalk, CT, USA",Norwalk,CT,USA,11,Goosemas III,1,2016,23,Friday,12,December,2025-04-04 19:42:20,2021-03-17 02:34:39
1615962804,2016-12-30,goose-december-30-2016-arch-street-tavern-hartford-ct-usa.html,1,Goose,,48,Arch Street Tavern,"Hartford, CT, USA",Hartford,CT,USA,1,Not Part of a Tour,1,2016,30,Friday,12,December,2021-03-17 02:33:24,2021-03-17 02:33:24
1615962713,2017-01-13,goose-january-13-2017-space-ballroom-hamden-ct-usa.html,1,Goose,,45,Space Ballroom,"Hamden, CT, USA",Hamden,CT,USA,1,Not Part of a Tour,1,2017,13,Friday,1,January,2021-03-17 02:32:44,2021-03-17 02:31:53
1615962491,2017-01-18,goose-january-18-2017-alchemy-providence-ri-usa.html,1,Goose,,199,Alchemy,"Providence, RI, USA",Providence,RI,USA,1,Not Part of a Tour,1,2017,18,Wednesday,1,January,2021-03-17 02:29:57,2021-03-17 02:28:11
1616032462,2017-01-20,goose-january-20-2017-penuches-music-hall-manchester-nh-usa.html,1,Goose,,223,Penuche's Music Hall,"Manchester, NH, USA",Manchester,NH,USA,1,Not Part of a Tour,1,2017,20,Friday,1,January,2021-03-17 21:54:22,2021-03-17 21:54:22
1615962104,2017-01-28,goose-january-28-2017-garcias-at-the-capitol-theatre-port-chester-ny-usa.html,1,Goose,,32,Garcia's at The Capitol Theatre,"Port Chester, NY, USA",Port Chester,NY,USA,1,Not Part of a Tour,1,2017,28,Saturday,1,January,2023-06-13 17:10:26,2021-03-17 02:21:44
1615961779,2017-02-07,goose-february-7-2017-brooklyn-bowl-brooklyn-ny-usa.html,1,Goose,,47,Brooklyn Bowl,"Brooklyn, NY, USA",Brooklyn,NY,USA,1,Not Part of a Tour,1,2017,7,Tuesday,2,February,2021-03-17 02:16:19,2021-03-17 02:16:19
1615961762,2017-02-08,goose-february-8-2017-nectars-burlington-vt-usa.html,1,Goose,,58,Nectar's,"Burlington, VT, USA",Burlington,VT,USA,1,Not Part of a Tour,1,2017,8,Wednesday,2,February,2023-06-13 17:20:14,2021-03-17 02:16:02
1615961746,2017-02-10,goose-february-10-2017-gypsy-sallys-washington-dc-usa.html,1,Goose,,196,Gypsy Sally's,"Washington, DC, USA",Washington,DC,USA,1,Not Part of a Tour,1,2017,10,Friday,2,February,2025-04-04 19:57:32,2021-03-17 02:15:46
1615961722,2017-02-11,goose-february-11-2017-pacific-standard-tavern-new-haven-ct-usa.html,1,Goose,,49,Pacific Standard Tavern,"New Haven, CT, USA",New Haven,CT,USA,1,Not Part of a Tour,1,2017,11,Saturday,2,February,2023-03-18 14:26:34,2021-03-17 02:15:22
